id,commit_id,file_path,status,additions,deletions,changes,patch,previous_filename,file_type,blob_before_local_path,blob_after_local_path,metadata
7e6fbb24-0195-4116-a837-edaf2b8b0055,bbc82319-7a27-46f3-b582-de74b5be8bc1,README.md,modified,1,1,2,"@@ -61,7 +61,7 @@ HelloGitHub 分享 GitHub 上有趣、入门级的开源项目。**每月 28 号
         </a>
       </th>
       <th align=""center"" style=""width: 80px;"">
-        <a href=""https://www.qiniu.com/?utm_source=hello"">
+        <a href=""https://www.qiniu.com/products/ai-token-api?utm_source=hello"">
           <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/qiniu.jpg"" width=""60px""><br>
           <sub>七牛云</sub><br>
           <sub>百万 Token 免费体验</sub>",,md,,,{}
df1b02eb-01bd-4945-b454-34bd24e8c6bd,bbc82319-7a27-46f3-b582-de74b5be8bc1,content/HelloGitHub01.md,modified,1,1,2,"@@ -137,7 +137,7 @@
         </a>
       </th>
       <th align=""center"" style=""width: 80px;"">
-        <a href=""https://www.qiniu.com/?utm_source=hello"">
+        <a href=""https://www.qiniu.com/products/ai-token-api?utm_source=hello"">
           <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/qiniu.jpg"" width=""60px""><br>
           <sub>七牛云</sub><br>
           <sub>百万 Token 免费体验</sub>",,md,,,{}
f715b5e6-4e2c-44fc-83d1-a6a698f7377b,bbc82319-7a27-46f3-b582-de74b5be8bc1,content/HelloGitHub02.md,modified,1,1,2,"@@ -177,7 +177,7 @@ if __name__ == '__main__':
         </a>
       </th>
       <th align=""center"" style=""width: 80px;"">
-        <a href=""https://www.qiniu.com/?utm_source=hello"">
+        <a href=""https://www.qiniu.com/products/ai-token-api?utm_source=hello"">
           <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/qiniu.jpg"" width=""60px""><br>
           <sub>七牛云</sub><br>
           <sub>百万 Token 免费体验</sub>",,md,,,{}
448044a8-34b5-4f2c-90e4-aa3816d8aec2,bbc82319-7a27-46f3-b582-de74b5be8bc1,content/HelloGitHub03.md,modified,1,1,2,"@@ -106,7 +106,7 @@
         </a>
       </th>
       <th align=""center"" style=""width: 80px;"">
-        <a href=""https://www.qiniu.com/?utm_source=hello"">
+        <a href=""https://www.qiniu.com/products/ai-token-api?utm_source=hello"">
           <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/qiniu.jpg"" width=""60px""><br>
           <sub>七牛云</sub><br>
           <sub>百万 Token 免费体验</sub>",,md,,,{}
eda96c26-5179-476c-90ec-4df309c4245c,bbc82319-7a27-46f3-b582-de74b5be8bc1,content/HelloGitHub04.md,modified,1,1,2,"@@ -118,7 +118,7 @@
         </a>
       </th>
       <th align=""center"" style=""width: 80px;"">
-        <a href=""https://www.qiniu.com/?utm_source=hello"">
+        <a href=""https://www.qiniu.com/products/ai-token-api?utm_source=hello"">
           <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/qiniu.jpg"" width=""60px""><br>
           <sub>七牛云</sub><br>
           <sub>百万 Token 免费体验</sub>",,md,,,{}
e1b327ff-9e03-4bf8-989a-c4a0ac12839b,bbc82319-7a27-46f3-b582-de74b5be8bc1,content/HelloGitHub05.md,modified,1,1,2,"@@ -135,7 +135,7 @@ $pinyin->convert('带着希望去旅行，比到达终点更美好', PINYIN_ASCI
         </a>
       </th>
       <th align=""center"" style=""width: 80px;"">
-        <a href=""https://www.qiniu.com/?utm_source=hello"">
+        <a href=""https://www.qiniu.com/products/ai-token-api?utm_source=hello"">
           <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/qiniu.jpg"" width=""60px""><br>
           <sub>七牛云</sub><br>
           <sub>百万 Token 免费体验</sub>",,md,,,{}
c0a19d8e-41f4-4e33-b545-a8a3c0bafd0f,bbc82319-7a27-46f3-b582-de74b5be8bc1,content/HelloGitHub06.md,modified,1,1,2,"@@ -158,7 +158,7 @@ brew install mercurial
         </a>
       </th>
       <th align=""center"" style=""width: 80px;"">
-        <a href=""https://www.qiniu.com/?utm_source=hello"">
+        <a href=""https://www.qiniu.com/products/ai-token-api?utm_source=hello"">
           <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/qiniu.jpg"" width=""60px""><br>
           <sub>七牛云</sub><br>
           <sub>百万 Token 免费体验</sub>",,md,,,{}
59ba265f-7a0f-457b-8717-bea75a3bb1d2,bbc82319-7a27-46f3-b582-de74b5be8bc1,content/HelloGitHub07.md,modified,1,1,2,"@@ -184,7 +184,7 @@ print langid.classify(text2)
         </a>
       </th>
       <th align=""center"" style=""width: 80px;"">
-        <a href=""https://www.qiniu.com/?utm_source=hello"">
+        <a href=""https://www.qiniu.com/products/ai-token-api?utm_source=hello"">
           <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/qiniu.jpg"" width=""60px""><br>
           <sub>七牛云</sub><br>
           <sub>百万 Token 免费体验</sub>",,md,,,{}
cf827e71-d14a-4a88-ba5b-9240e3264c20,bbc82319-7a27-46f3-b582-de74b5be8bc1,content/HelloGitHub08.md,modified,1,1,2,"@@ -250,7 +250,7 @@ finally:
         </a>
       </th>
       <th align=""center"" style=""width: 80px;"">
-        <a href=""https://www.qiniu.com/?utm_source=hello"">
+        <a href=""https://www.qiniu.com/products/ai-token-api?utm_source=hello"">
           <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/qiniu.jpg"" width=""60px""><br>
           <sub>七牛云</sub><br>
           <sub>百万 Token 免费体验</sub>",,md,,,{}
021fcbc4-7f43-4835-b44c-b3c0899aaca5,bbc82319-7a27-46f3-b582-de74b5be8bc1,content/HelloGitHub09.md,modified,1,1,2,"@@ -175,7 +175,7 @@ ngrok http 8000
         </a>
       </th>
       <th align=""center"" style=""width: 80px;"">
-        <a href=""https://www.qiniu.com/?utm_source=hello"">
+        <a href=""https://www.qiniu.com/products/ai-token-api?utm_source=hello"">
           <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/qiniu.jpg"" width=""60px""><br>
           <sub>七牛云</sub><br>
           <sub>百万 Token 免费体验</sub>",,md,,,{}
e147dcc7-3690-452d-b0c4-2957578dbcc1,bbc82319-7a27-46f3-b582-de74b5be8bc1,content/HelloGitHub10.md,modified,1,1,2,"@@ -189,7 +189,7 @@
         </a>
       </th>
       <th align=""center"" style=""width: 80px;"">
-        <a href=""https://www.qiniu.com/?utm_source=hello"">
+        <a href=""https://www.qiniu.com/products/ai-token-api?utm_source=hello"">
           <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/qiniu.jpg"" width=""60px""><br>
           <sub>七牛云</sub><br>
           <sub>百万 Token 免费体验</sub>",,md,,,{}
2a025c48-4dcb-425e-b661-b7ca140ef7ed,bbc82319-7a27-46f3-b582-de74b5be8bc1,content/HelloGitHub100.md,modified,1,1,2,"@@ -325,7 +325,7 @@ scoop install python ruby go perl
         </a>
       </th>
       <th align=""center"" style=""width: 80px;"">
-        <a href=""https://www.qiniu.com/?utm_source=hello"">
+        <a href=""https://www.qiniu.com/products/ai-token-api?utm_source=hello"">
           <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/qiniu.jpg"" width=""60px""><br>
           <sub>七牛云</sub><br>
           <sub>百万 Token 免费体验</sub>",,md,,,{}
304eaf09-c014-4eb4-9a7c-e077f5a25fd8,bbc82319-7a27-46f3-b582-de74b5be8bc1,content/HelloGitHub101.md,modified,1,1,2,"@@ -351,7 +351,7 @@ print(response)
         </a>
       </th>
       <th align=""center"" style=""width: 80px;"">
-        <a href=""https://www.qiniu.com/?utm_source=hello"">
+        <a href=""https://www.qiniu.com/products/ai-token-api?utm_source=hello"">
           <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/qiniu.jpg"" width=""60px""><br>
           <sub>七牛云</sub><br>
           <sub>百万 Token 免费体验</sub>",,md,,,{}
bfcd61fb-fed7-40cd-b481-cc4ebf663d10,bbc82319-7a27-46f3-b582-de74b5be8bc1,content/HelloGitHub102.md,modified,1,1,2,"@@ -313,7 +313,7 @@ output = compiled_model({0: example.numpy()})
         </a>
       </th>
       <th align=""center"" style=""width: 80px;"">
-        <a href=""https://www.qiniu.com/?utm_source=hello"">
+        <a href=""https://www.qiniu.com/products/ai-token-api?utm_source=hello"">
           <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/qiniu.jpg"" width=""60px""><br>
           <sub>七牛云</sub><br>
           <sub>百万 Token 免费体验</sub>",,md,,,{}
2bd3f6da-8266-410b-a1a0-811af8714225,bbc82319-7a27-46f3-b582-de74b5be8bc1,content/HelloGitHub103.md,modified,1,1,2,"@@ -379,7 +379,7 @@ path = model.export(format=""onnx"")  # return path to exported model
         </a>
       </th>
       <th align=""center"" style=""width: 80px;"">
-        <a href=""https://www.qiniu.com/?utm_source=hello"">
+        <a href=""https://www.qiniu.com/products/ai-token-api?utm_source=hello"">
           <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/qiniu.jpg"" width=""60px""><br>
           <sub>七牛云</sub><br>
           <sub>百万 Token 免费体验</sub>",,md,,,{}
9272b672-7a18-4c84-9c3b-58de373356cf,bbc82319-7a27-46f3-b582-de74b5be8bc1,content/HelloGitHub104.md,modified,1,1,2,"@@ -279,7 +279,7 @@ cv2.imwrite(""vis_image.jpg"", vis_im)
         </a>
       </th>
       <th align=""center"" style=""width: 80px;"">
-        <a href=""https://www.qiniu.com/?utm_source=hello"">
+        <a href=""https://www.qiniu.com/products/ai-token-api?utm_source=hello"">
           <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/qiniu.jpg"" width=""60px""><br>
           <sub>七牛云</sub><br>
           <sub>百万 Token 免费体验</sub>",,md,,,{}
